Dataset, Plane_Height,Elevation_masl,Depth (0 = bottom of the lake), Area_2D, Volume,VolumeLayer,lake
..ce\final_DEM\Fryxell_Basin.tif,-48.8,4.89,9.1,1421938.79,5504460.173,140961.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-48.7,4.99,9.2,1447249.329,5647898.59,143438.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-48.6,5.09,9.3,1472994.101,5793923.091,146024.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-48.5,5.19,9.4,1499150.021,5942512.482,148589.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-48.4,5.29,9.5,1525080.511,6093720.681,151208.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-48.3,5.39,9.6,1551423.059,6247552.319,153831.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-48.2,5.49,9.7,1580662.972,6404079.961,156527.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-48.1,5.59,9.8,1618461.934,6563832.182,159752.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-48,5.69,9.9,1667271.571,6727806.953,163974.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-47.9,5.79,10,1718993.716,6896988.647,169181.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-47.8,5.89,10.1,1765253.839,7071278.594,174289.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-47.7,5.99,10.2,1804802.643,7249888.858,178610.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-47.6,6.09,10.3,1841867.777,7432331.54,182442.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-47.5,6.19,10.4,1877139.833,7618338.385,186006.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-47.4,6.29,10.5,1910683.494,7807792.527,189454.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-47.3,6.39,10.6,1942034.905,8000496.585,192704.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-47.2,6.49,10.7,1970359.23,8196181.144,195684.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-47.1,6.59,10.8,1998536.087,8394649.573,198468.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-47,6.69,10.9,2027224.79,8595931.282,201281.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-46.9,6.79,11,2056291.153,8800140.802,204209.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-46.8,6.89,11.1,2083006.701,9007145.571,207004.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-46.7,6.99,11.2,2107356.473,9216720.265,209574.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-46.6,7.09,11.3,2130672.643,9428650.83,211930.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-46.5,7.19,11.4,2153956.414,9642884.878,214234.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-46.4,7.29,11.5,2177156.724,9859430.208,216545.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-46.3,7.39,11.6,2200981.304,10078347.55,218917.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-46.2,7.49,11.7,2226050.281,10299659.55,221312.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-46.1,7.59,11.8,2252381.152,10523575.46,223915.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-46,7.69,11.9,2279696.216,10750157.4,226581.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-45.9,7.79,12,2307982.131,10979520,229362.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-45.8,7.89,12.1,2335901.391,11211731.95,232211.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-45.7,7.99,12.2,2361889.519,11446645.38,234913.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-45.6,8.09,12.3,2386704.486,11684096.07,237450.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-45.5,8.19,12.4,2411205.55,11924003.29,239907.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-45.4,8.29,12.5,2436478.124,12166387.64,242384.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-45.3,8.39,12.6,2461832.504,12411305.75,244918.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-45.2,8.49,12.7,2488286.805,12658782.27,247476.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-45.1,8.59,12.8,2514680.515,12908908.43,250126.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-45,8.69,12.9,2542987.316,13161756.33,252847.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-44.9,8.79,13,2571442.189,13417493.35,255737.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-44.8,8.89,13.1,2597878.183,13675982.59,258489.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-44.7,8.99,13.2,2623131.752,13937056.99,261074.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-44.6,9.09,13.3,2647611.358,14200625.09,263568.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-44.5,9.19,13.4,2671642.237,14466606.91,265981.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-44.4,9.29,13.5,2695224.6,14734957.65,268350.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-44.3,9.39,13.6,2718532.326,15005621.18,270663.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-44.2,9.49,13.7,2743002.466,15278690.48,273069.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-44.1,9.59,13.8,2767987.516,15554229.54,275539.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-44,9.69,13.9,2793332.541,15832275.33,278045.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-43.9,9.79,14,2817431.558,16112841.15,280565.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-43.8,9.89,14.1,2840280.97,16395742.86,282901.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-43.7,9.99,14.2,2862924.5,16680903.21,285160.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-43.6,10.09,14.3,2885128.256,16968303.49,287400.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-43.5,10.19,14.4,2907387.942,17257913.6,289610.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-43.4,10.29,14.5,2930076.412,17549781.11,291867.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-43.3,10.39,14.6,2953430.14,17843935.66,294154.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-43.2,10.49,14.7,2978181.991,18140444.96,296509.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-43.1,10.59,14.8,3005657.167,18439573.69,299128.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-43,10.69,14.9,3036109.04,18741554.79,301981.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-42.9,10.79,15,3070067.085,19046778.07,305223.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-42.8,10.89,15.1,3105708.043,19355548.97,308770.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-42.7,10.99,15.2,3143352.767,19667963.35,312414.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-42.6,11.09,15.3,3181618.303,19984251.17,316287.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-42.5,11.19,15.4,3222358.403,20304406.35,320155.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-42.4,11.29,15.5,3268325.999,20628795.71,324389.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-42.3,11.39,15.6,3327180.017,20958219.39,329423.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-42.2,11.49,15.7,3404917.066,21294372.11,336152.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-42.1,11.59,15.8,3498343.166,21639180.22,344808.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-42,11.69,15.9,3605368.691,21994050.3,354870.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-41.9,11.79,16,3727868.824,22360366.31,366316.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-41.8,11.89,16.1,3862849.043,22739623.37,379257.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-41.7,11.99,16.2,4007344.783,23133001.92,393378.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-41.6,12.09,16.3,4149913.1,23540942.88,407941.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-41.5,12.19,16.4,4288350.763,23963056.53,422113.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-41.4,12.29,16.5,4416409.235,24398563.3,435506.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-41.3,12.39,16.6,4543009.186,24846600.06,448036.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-41.2,12.49,16.7,4672013.308,25307342.16,460742.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-41.1,12.59,16.8,4799530.324,25781065.42,473723.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-41,12.69,16.9,4916513.131,26267147.59,486082.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-40.9,12.79,17,5010079.813,26763915.63,496768.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-40.8,12.89,17.1,5083599.197,27268918.16,505002.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-40.7,12.99,17.2,5145687.74,27780563.69,511645.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-40.6,13.09,17.3,5201638.161,28298070.41,517506.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-40.5,13.19,17.4,5252282.459,28820856.36,522785.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-40.4,13.29,17.5,5300845.051,29348560.54,527704.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-40.3,13.39,17.6,5345871.517,29880952.79,532392.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-40.2,13.49,17.7,5383898.244,30417543.71,536590.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-40.1,13.59,17.8,5418599.599,30957713.4,540169.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-40,13.69,17.9,5451465.079,31501227.3,543513.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-39.9,13.79,18,5483214.003,32047981.15,546753.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-39.8,13.89,18.1,5513671.465,32597843.88,549862.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-39.7,13.99,18.2,5543824.377,33150701.1,552857.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-39.6,14.09,18.3,5573680.024,33706575.27,555874.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-39.5,14.19,18.4,5603614.903,34265450.51,558875.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-39.4,14.29,18.5,5634294.108,34827321.89,561871.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-39.3,14.39,18.6,5665422.922,35392299.54,564977.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-39.2,14.49,18.7,5697213.378,35960387.57,568088.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-39.1,14.59,18.8,5728886.444,36531684.37,571296.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-39,14.69,18.9,5760877.683,37106151.42,574467.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-38.9,14.79,19,5793871.531,37683849.8,577698.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-38.8,14.89,19.1,5827095.58,38264871.22,581021.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-38.7,14.99,19.2,5859834.138,38849195.68,584324.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-38.6,15.09,19.3,5892824.648,39436807.38,587611.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-38.5,15.19,19.4,5926603.415,40027765.36,590958.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-38.4,15.29,19.5,5961756.48,40622117.13,594351.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-38.3,15.39,19.6,5999046.292,41220104.63,597987.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-38.2,15.49,19.7,6039869.94,41821937.01,601832.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-38.1,15.59,19.8,6087798.557,42428117,606180.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-38,15.69,19.9,6145526.281,43039484.62,611367.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-37.9,15.79,20,6213281.211,43657168.3,617683.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-37.8,15.89,20.1,6290130.004,44282215.83,625047.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-37.7,15.99,20.2,6367124.42,44915186.03,632970.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-37.6,16.09,20.3,6448100.247,45555966.18,640780.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-37.5,16.19,20.4,6532890.019,46205070.59,649104.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-37.4,16.29,20.5,6611160.227,46862574.55,657504.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-37.3,16.39,20.6,6676357.038,47527180.12,664605.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-37.2,16.49,20.7,6732368.174,48197755.7,670575.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-37.1,16.59,20.8,6782791.756,48873628.51,675872.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-37,16.69,20.9,6828900.595,49554279.67,680651.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-36.9,16.79,21,6872099.966,50239362.97,685083.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-36.8,16.89,21.1,6912865.189,50928660.31,689297.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-36.7,16.99,21.2,6952365.211,51621942.04,693281.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-36.6,17.09,21.3,6990987.794,52319092.23,697150.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-36.5,17.19,21.4,7028637.373,53020036.89,700944.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-36.4,17.29,21.5,7066350.548,53724769.49,704732.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-36.3,17.39,21.6,7104786.76,54433311.89,708542.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-36.2,17.49,21.7,7143353.943,55145718.65,712406.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-36.1,17.59,21.8,7181960.657,55861973.95,716255.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-36,17.69,21.9,7220088.134,56582069.42,720095.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-35.9,17.79,22,7257795.826,57305943.21,723873.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-35.8,17.89,22.1,7296783.197,58033637.87,727694.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-35.7,17.99,22.2,7337087.577,58765312.19,731674.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-35.6,18.09,22.3,7376737.309,59501011.56,735699.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-35.5,18.19,22.4,7416593.411,60240666.11,739654.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-35.4,18.29,22.5,7457364.937,60984351.38,743685.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-35.3,18.39,22.6,7498621.32,61732104.97,747753.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-35.2,18.49,22.7,7541434.912,62484092.01,751987.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-35.1,18.59,22.8,7585744.453,63240392.32,756300.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-35,18.69,22.9,7632016.788,64001247.84,760855.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-34.9,18.79,23,7677900.139,64766725.41,765477.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-34.8,18.89,23.1,7723517.515,65536804.54,770079.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-34.7,18.99,23.2,7767846.278,66311344.73,774540.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-34.6,19.09,23.3,7811050.747,67090292.86,778948.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-34.5,19.19,23.4,7853891.959,67873501.94,783209.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-34.4,19.29,23.5,7897676.213,68661076.23,787574.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-34.3,19.39,23.6,7940357.199,69452937.79,791861.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-34.2,19.49,23.7,7984826.412,70249172.44,796234.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-34.1,19.59,23.8,8029060.238,71049862.16,800689.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-34,19.69,23.9,8075223.938,71855045.51,805183.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-33.9,19.79,24,8123242.99,72664985.01,809939.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-33.8,19.89,24.1,8171246.797,73479700.22,814715.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-33.7,19.99,24.2,8219598.098,74299211.94,819511.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-33.6,20.09,24.3,8268860.457,75123631.99,824420.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-33.5,20.19,24.4,8319002.904,75952962.88,829330.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-33.4,20.29,24.5,8371125.824,76787416.87,834454.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-33.3,20.39,24.6,8424244.627,77627156.19,839739.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-33.2,20.49,24.7,8477047.369,78472207.49,845051.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-33.1,20.59,24.8,8527258.883,79322454.97,850247.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-33,20.69,24.9,8574854.83,80177575.13,855120.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-32.9,20.79,25,8621052.299,81037363.36,859788.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-32.8,20.89,25.1,8666291.1,81901762.93,864399.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-32.7,20.99,25.2,8708510.614,82770534.08,868771.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-32.6,21.09,25.3,8749917.872,83643480.47,872946.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-32.5,21.19,25.4,8790482.548,84520518.17,877037.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-32.4,21.29,25.5,8829263,85401526.17,881008.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-32.3,21.39,25.6,8867610.016,86286351.73,884825.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-32.2,21.49,25.7,8907808.748,87175090.5,888738.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-32.1,21.59,25.8,8948037.909,88067883.17,892792.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-32,21.69,25.9,8987329.769,88964653.11,896769.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-31.9,21.79,26,9027123.588,89865366.99,900713.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-31.8,21.89,26.1,9068252.409,90770121.11,904754.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-31.7,21.99,26.2,9110166.39,91679026.98,908905.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-31.6,22.09,26.3,9151394.902,92592121.96,913095.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-31.5,22.19,26.4,9193065.449,93509294.3,917172.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-31.4,22.29,26.5,9235735.941,94430674.21,921379.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-31.3,22.39,26.6,9279425.83,95356418.22,925744.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-31.2,22.49,26.7,9323368.61,96286545.31,930127.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-31.1,22.59,26.8,9367161.284,97221058.11,934512.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-31,22.69,26.9,9410952.346,98159946.08,938888.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-30.9,22.79,27,9453879.197,99103203.75,943257.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-30.8,22.89,27.1,9497685.733,100050764,947560.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-30.7,22.99,27.2,9540710.647,101002685.9,951921.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-30.6,23.09,27.3,9583833.511,101958875.6,956189.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-30.5,23.19,27.4,9627662.885,102919462.5,960586.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-30.4,23.29,27.5,9671557.565,103884400.3,964937.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-30.3,23.39,27.6,9715434.724,104853739,969338.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-30.2,23.49,27.7,9759573.574,105827483,973744.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-30.1,23.59,27.8,9804079.188,106805651.1,978168.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-30,23.69,27.9,9849112.994,107788293,982641.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-29.9,23.79,28,9894589.839,108775457.2,987164.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-29.8,23.89,28.1,9939952.37,109767171.7,991714.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-29.7,23.99,28.2,9986581.122,110763441.3,996269.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-29.6,24.09,28.3,10033555.01,111764452.4,1001011.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-29.5,24.19,28.4,10079144.76,112770097.8,1005645.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-29.4,24.29,28.5,10124583.9,113780261.1,1010163.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-29.3,24.39,28.6,10171323.5,114795026.1,1014764.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-29.2,24.49,28.7,10220187.91,115814548.3,1019522.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-29.1,24.59,28.8,10268962.67,116839000.7,1024452.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-29,24.69,28.9,10317000.37,117868307.4,1029306.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-28.9,24.79,29,10365563.73,118902418.6,1034111.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-28.8,24.89,29.1,10414492.15,119941402.1,1038983.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-28.7,24.99,29.2,10463288.08,120985284.7,1043882.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-28.6,25.09,29.3,10512257.61,122034037.3,1048752.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-28.5,25.19,29.4,10563140.69,123087732.8,1053695.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-28.4,25.29,29.5,10615481.71,124146659.9,1058927.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-28.3,25.39,29.6,10666445.8,125210769.9,1064110.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-28.2,25.49,29.7,10716044.54,126279906.2,1069136.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-28.1,25.59,29.8,10762906.16,127353872.9,1073966.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-28,25.69,29.9,10806940.77,128432399.3,1078526.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-27.9,25.79,30,10850592.72,129515262.4,1082863.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-27.8,25.89,30.1,10894560.29,130602502,1087239.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-27.7,25.99,30.2,10939054.67,131694127.6,1091625.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-27.6,26.09,30.3,10983864.79,132790247.3,1096119.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-27.5,26.19,30.4,11028926.53,133890892.5,1100645.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-27.4,26.29,30.5,11074399.54,134996056.2,1105163.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-27.3,26.39,30.6,11119911.33,136105753.1,1109697.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-27.2,26.49,30.7,11165990.75,137220038.9,1114285.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-27.1,26.59,30.8,11212274.31,138338956.8,1118917.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-27,26.69,30.9,11258906.45,139462508.8,1123552.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-26.9,26.79,31,11305818.32,140590757,1128248.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-26.8,26.89,31.1,11353232.6,141723665.3,1132908.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-26.7,26.99,31.2,11401359.04,142861367.2,1137701.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-26.6,27.09,31.3,11449812.81,144003901.4,1142534.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-26.5,27.19,31.4,11498460.46,145151307,1147405.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-26.4,27.29,31.5,11547873.53,146303623.6,1152316.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-26.3,27.39,31.6,11598473.52,147460924.6,1157301.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-26.2,27.49,31.7,11648959.37,148623292.4,1162367.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-26.1,27.59,31.8,11698369.71,149790676.2,1167383.8,LF
..ce\final_DEM\Fryxell_Basin.tif,-26,27.69,31.9,11746732.66,150962931.8,1172255.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-25.9,27.79,32,11793955.68,152139972,1177040.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-25.8,27.89,32.1,11840760.66,153321744.4,1181772.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-25.7,27.99,32.2,11886620.09,154508084.6,1186340.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-25.6,28.09,32.3,11932394.36,155699056.9,1190972.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-25.5,28.19,32.4,11977904.92,156894578.2,1195521.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-25.4,28.29,32.5,12023617.57,158094631.3,1200053.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-25.3,28.39,32.6,12068965.57,159299258.4,1204627.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-25.2,28.49,32.7,12116281.52,160508504.4,1209246.0,LF
..ce\final_DEM\Fryxell_Basin.tif,-25.1,28.59,32.8,12170159.1,161722719.1,1214214.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-25,28.69,32.9,12222861.66,162942368.2,1219649.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-24.9,28.79,33,12279537.76,164167378.5,1225010.2,LF
..ce\final_DEM\Fryxell_Basin.tif,-24.8,28.89,33.1,12335024.12,165398210.5,1230832.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-24.7,28.99,33.2,12384336.48,166634263,1236052.5,LF
..ce\final_DEM\Fryxell_Basin.tif,-24.6,29.09,33.3,12430154.92,167875011.9,1240748.9,LF
..ce\final_DEM\Fryxell_Basin.tif,-24.5,29.19,33.4,12474969.18,169120282.6,1245270.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-24.4,29.29,33.5,12518206.94,170369925.2,1249642.6,LF
..ce\final_DEM\Fryxell_Basin.tif,-24.3,29.39,33.6,12561633.72,171623911.6,1253986.4,LF
..ce\final_DEM\Fryxell_Basin.tif,-24.2,29.49,33.7,12606082.99,172882245.3,1258333.7,LF
..ce\final_DEM\Fryxell_Basin.tif,-24.1,29.59,33.8,12652812.6,174145188.4,1262943.1,LF
..ce\final_DEM\Fryxell_Basin.tif,-24,29.69,33.9,12699570.28,175412771.7,1267583.3,LF
..ce\final_DEM\Fryxell_Basin.tif,-23.9,29.79,34,12747018.19,176685073.6,1272302.0,LF
