location_name,date_time,ice.approx,ice.vol,Area_2D,vol,cum_vol,LL,tempV,tempUse
Lake Hoare,2017-12-09,3.915,7906014.932599998,2339743.965,19244520.335780006,19615777.3509484,75.11666666666666,0.36390130128462883,0.33358798283261804
Lake Hoare,2018-11-15,4.3,8610593.619499998,2339743.965,18539941.64888,18911198.6640484,75.10877742946708,0.25081842710187624,0.24202576419213973
Lake Hoare,2018-12-14,4.125,8435572.341099998,2339743.965,18714962.927279998,19086219.9424484,75.10217391304347,0.28778468206617797,0.2654941304347826
Lake Hoare,2019-11-16,4.156034482758621,8435572.341099998,2339743.965,18714962.927279998,19086219.9424484,75.10101694915254,0.26113713699476704,0.23173478260869565
Lake Hoare,2019-12-13,4.035,8259793.264499998,2339743.965,18890742.00388,19261999.0190484,75.13380281690141,0.30950853435752884,0.26646861471861477
Lake Hoare,2021-12-23,2.89,6196716.3407,2355819.374,21424188.242480002,21795445.25764841,75.33225806451614,0.5277600901464116,0.4313489795918367
Lake Hoare,2022-11-18,3.0525,6514842.5978999995,2347873.774,20870480.04788,21241737.063048404,75.20151515151515,0.5314773232615916,0.44042665289256194
Lake Hoare,2022-12-22,2.585,5823763.3444,2355819.374,21797141.238780007,22168398.253948405,75.2530303030303,0.5811389001207593,0.4874230769230769
West Lake Bonney,1993-12-09,3.2,3270141.5590000004,1038547.015,17520981.481522787,17520981.481522802,62.35290322580645,0.7029830636928257,-0.6305979228486638
West Lake Bonney,1995-10-18,3.549731420161884,3541956.980430001,1035332.452,17145311.358592793,17145311.358592805,62.3,0.29929432665929195,-0.7901796874999992
West Lake Bonney,1996-11-06,3.6021412803532007,3635218.815680001,1035332.452,17052049.523342792,17052049.523342803,62.3,0.2935796960869198,-0.9076370481927705
West Lake Bonney,1996-11-25,3.6047277409860192,3635218.815680001,1035332.452,17052049.523342792,17052049.523342803,62.3,0.40270068964499206,-0.8458263473053893
West Lake Bonney,1997-11-10,3.7225675675675673,3728218.372740001,1035332.452,16959049.9662828,16959049.966282804,62.3,0.19776646290850552,-0.8760501543209879
West Lake Bonney,1997-12-03,3.6967499999999998,3635218.815680001,1035332.452,17048976.626117393,17052049.523342803,62.3,0.2543959900940685,-0.960135756676557
West Lake Bonney,1997-12-07,3.5980676470588233,3541956.980430001,1035332.452,17142238.461367395,17145311.358592805,62.3,0.2521349247237823,-0.966698964497041
West Lake Bonney,1997-12-23,3.61515,3635218.815680001,1035332.452,17048976.626117393,17052049.523342803,62.3,0.3263937367027799,-0.9178390207715135
West Lake Bonney,1998-11-12,3.9568312757201647,3890848.7848600005,1028903.327,16589674.519962799,16589674.519962804,62.108333333333334,0.08731770128355892,-1.0513765243902446
West Lake Bonney,1998-12-10,3.8746879174256224,3798898.3405700005,1028903.327,16681624.9642528,16681624.964252803,62.1241935483871,0.1776270495789802,-0.9750731707317077
West Lake Bonney,1999-11-12,3.9157131147540984,3890848.7848600005,1028903.327,16589674.519962799,16589674.519962804,62.1,0.12620265904418082,-0.9419259259259255
West Lake Bonney,1999-12-31,3.92175,3890848.7848600005,1028903.327,16589674.519962799,16589674.519962804,62.1,0.22887825425683556,-0.8646682098765434
West Lake Bonney,2000-10-31,3.959875,3868498.1443900005,1022904.449,16406544.438932799,16406544.438932804,61.918412698412695,0.01702306740438249,-1.0251031250000004
West Lake Bonney,2000-11-30,3.92,3868498.1443900005,1022904.449,16403471.541707397,16406544.438932804,61.899731903485254,0.15262500428159873,-1.0163878787878782
West Lake Bonney,2001-11-10,4.059299191374663,3948352.7758400002,1019905.011,16221326.465357397,16224399.362582803,61.80723860589812,-0.013167467447681425,-1.1501158536585356
